App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Primary Genres,Secondary Genres
"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,4.2,20476,28000000.0,1000000,Free,0.0,1,Shopping,17-Jul-18,5.6.0,4.4 and up,Shopping,
Adobe Premiere Clip,VIDEO_PLAYERS,3.9,39495,59000000.0,5000000,Free,0.0,1,Video Players & Editors,26-Jun-18,1.1.4.1296,4.4 and up,Video Players & Editors,
Shortcuts for After Effects,FAMILY,3.7,464,1900000.0,50000,Free,0.0,1,Education,9-Aug-14,1,2.3 and up,Education,
AE Sudoku,FAMILY,4.3,2171,12000000.0,100000,Free,0.0,1,Puzzle,29-Jul-15,1.1.0,2.2 and up,Puzzle,
ESS Mobile for AE,PRODUCTIVITY,1.9,63,1800000.0,5000,Free,0.0,1,Productivity,27-Sep-16,2.0.1027,3.0 and up,Productivity,
AE Jewels 2: Island Adventures,GAME,4.2,652,30000000.0,10000,Free,0.0,1,Action,24-Feb-16,1,2.3 and up,Action,
AE Jewels,GAME,4.2,960,18000000.0,50000,Free,0.0,1,Action,20-Aug-15,1.0.5,3.0 and up,Action,
AE Coin Mania : Arcade Fun,GAME,4.3,30002,29000000.0,1000000,Free,0.0,2,Casino,8-Feb-18,2.3.5,4.0.3 and up,Casino,
AE Roundy POP,FAMILY,4.4,5262,26000000.0,100000,Free,0.0,1,Casual,23-Mar-16,1.1.2,2.3 and up,Casual,
Mupen64+AE FREE (N64 Emulator),GAME,4.0,41759,12000000.0,1000000,Free,0.0,1,Arcade,19-Jan-14,2.4.4,2.0 and up,Arcade,
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12000000.0,100000,Paid,0.99,1,Arcade,19-Jan-14,2.4.4,2.0 and up,Arcade,
AE Lucky Fishing,GAME,4.3,18277,17000000.0,1000000,Free,0.0,2,Arcade,14-Mar-16,2.0.2,2.3 and up,Arcade,
AE Video Poker,GAME,4.0,721,18000000.0,50000,Free,0.0,2,Casino,31-Dec-15,1.3.2,2.3 and up,Casino,
AE Solitaire,GAME,4.3,1776,26000000.0,50000,Free,0.0,1,Card,4-Jan-18,2.3.4,4.0.3 and up,Card,
AE Blackjack,GAME,4.0,1417,17000000.0,100000,Free,0.0,2,Card,27-Nov-15,1.3.1,2.3 and up,Card,
AE Gun Ball: arcade ball games,GAME,3.7,8581,12000000.0,1000000,Free,0.0,1,Arcade,13-Dec-13,1.0.2,2.2 and up,Arcade,
AE Order,TOOLS,4.1,19,317000.0,1000,Free,0.0,1,Tools,12-Nov-13,2.0.131112,2.3 and up,Tools,
TV.AE,FAMILY,3.9,109,7500000.0,10000,Free,0.0,1,Entertainment,21-Sep-17,1.0.4,4.4 and up,Entertainment,
AE Garage,AUTO_AND_VEHICLES,4.4,64,66000000.0,1000,Free,0.0,1,Auto & Vehicles,27-Jun-17,1,4.1 and up,Auto & Vehicles,
AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30000000.0,1000,Free,0.0,1,Books & Reference,18-Jul-18,2.2.5,4.0.3 and up,Books & Reference,
AE GTO Racing,GAME,3.9,6988,35000000.0,100000,Free,0.0,3,Racing,24-Sep-15,Varies with device,Varies with device,Racing,
AE 3D Moto 3,GAME,3.9,2588,26000000.0,100000,Free,0.0,3,Racing,31-Dec-14,1.7.1,2.3 and up,Racing,
AE FreeCell,GAME,4.2,358,15000000.0,10000,Free,0.0,1,Card,6-Nov-14,1.1.5,2.3 and up,Card,
AE City Jump,GAME,4.5,804,27000000.0,10000,Free,0.0,1,Action,18-Jul-18,1.0.4,4.0 and up,Action,
AE Angry Chef,GAME,4.1,533,39000000.0,10000,Free,0.0,3,Action,24-Jan-14,1,2.1 and up,Action,
Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,263,9100000.0,10000,Free,0.0,1,Books & Reference,1-Jan-15,2,2.1 and up,Books & Reference,
Dashboard AE,AUTO_AND_VEHICLES,0.0,0,13000000.0,10,Free,0.0,1,Auto & Vehicles,16-May-18,1255162018,6.0 and up,Auto & Vehicles,
FilmoraGo - Free Video Editor,VIDEO_PLAYERS,4.4,238459,35000000.0,10000000,Free,0.0,1,Video Players & Editors,6-Jun-18,3.1.4,4.2 and up,Video Players & Editors,
Event Manager - AllEvents.in,EVENTS,4.7,120,5100000.0,10000,Free,0.0,1,Events,25-Jul-18,2.5,4.0.3 and up,Events,
Nasihat - Chalo ae Pyaara,FAMILY,4.7,557,6700000.0,10000,Free,0.0,1,Education,9-Oct-15,1,2.1 and up,Education,
AE Master Moto,GAME,4.0,17876,37000000.0,1000000,Free,0.0,1,Racing,10-Dec-15,1.8.6,2.3 and up,Racing,
Brica BPRO5 AE,PHOTOGRAPHY,3.9,4726,3900000.0,500000,Free,0.0,1,Photography,17-Jun-15,v1.0,3.1 and up,Photography,
AE Manager,TOOLS,0.0,0,4000000.0,100,Free,0.0,1,Tools,15-Jun-15,1.0.0,4.0.3 and up,Tools,
AE Air Hockey,SPORTS,3.8,926,7600000.0,50000,Free,0.0,1,Sports,1-Aug-13,1.0.0,2.2 and up,Sports,
AE Fishing Hunter,GAME,4.4,14,6600000.0,1000,Free,0.0,1,Adventure,15-Mar-16,0.0.3,3.0 and up,Adventure,
ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4.5,74531,32000000.0,5000000,Free,0.0,1,Video Players & Editors,15-Jun-18,2.12.0,4.3 and up,Video Players & Editors,
Ivanti AE Agent,BUSINESS,0.0,1,2900000.0,1000,Free,0.0,1,Business,10-May-18,11.0.0,4.0.3 and up,Business,
AE Checkout Plugin,SHOPPING,3.8,208,78000.0,10000,Free,0.0,1,Shopping,11-Feb-15,1.3.1,2.3 and up,Shopping,
NewTek NDI,PHOTOGRAPHY,3.5,77,1200000.0,1000,Paid,19.99,1,Photography,26-Oct-16,1.1,4.1 and up,Photography,
AfterFocus,PHOTOGRAPHY,4.2,165224,15000000.0,10000000,Free,0.0,1,Photography,8-Jul-16,2.1.0,4.0.3 and up,Photography,
AF Link,NEWS_AND_MAGAZINES,4.7,210,18000000.0,10000,Free,0.0,1,News & Magazines,31-May-18,v4.29.0.9,4.4 and up,News & Magazines,
AF Hydro,HEALTH_AND_FITNESS,2.0,136,15000000.0,10000,Free,0.0,1,Health & Fitness,12-May-18,1.0.5,4.4 and up,Health & Fitness,
Gunship III Vietnam People AF,FAMILY,4.3,726,19000000.0,5000,Paid,4.99,1,Simulation,9-Dec-16,3.8.4,2.3.3 and up,Simulation,
AF Comics Reader - Free,COMICS,2.8,5,4100000.0,100,Free,0.0,1,Comics,10-Nov-17,1,4.1 and up,Comics,
Flim Af Somali Hindi Fanproj,FAMILY,3.9,12,3500000.0,1000,Free,0.0,1,Entertainment,22-Jun-18,1,4.0 and up,Entertainment,
DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,3.4,30,3000000.0,10000,Free,0.0,1,Photography,18-Apr-18,5.1.2,4.0.3 and up,Photography,
AF-STROKE (FREE),MEDICAL,4.5,93,924000.0,10000,Free,0.0,2,Medical,25-Jan-13,1.1,2.1 and up,Medical,
Hesab.af - Send money in Afghanistan,FINANCE,4.7,51,11000000.0,1000,Free,0.0,1,Finance,15-Apr-18,1.4.0,4.1 and up,Finance,
AppFinder by AppTap,TOOLS,2.0,2221,4900000.0,5000000,Free,0.0,1,Tools,3-Oct-17,1.8.2.7,5.0 and up,Tools,
Toppen af Danmark,TRAVEL_AND_LOCAL,0.0,8,6100000.0,5000,Free,0.0,1,Travel & Local,28-Jun-18,8.3.0,4.4 and up,Travel & Local,
AF-STROKE,MEDICAL,0.0,5,902000.0,100,Paid,5.0,2,Medical,19-Dec-13,1.3,2.1 and up,Medical,
i-share AF/KLM (AFKL ishare),SOCIAL,0.0,2,53000000.0,100,Free,0.0,2,Social,21-Jul-18,1.16.5,4.1 and up,Social,
Bazar.af,SHOPPING,4.7,13,1300000.0,500,Free,0.0,1,Shopping,7-Jul-17,cli-6.5.0,4.0 and up,Shopping,
DSLR Blur Camera Auto Focus,TOOLS,3.3,75,4700000.0,10000,Free,0.0,1,Tools,7-Jun-18,1.3,4.0.3 and up,Tools,
Ariana News AF,NEWS_AND_MAGAZINES,4.1,20,3100000.0,5000,Free,0.0,1,News & Magazines,10-Jul-17,1.1,4.0 and up,News & Magazines,
AF Legendary 2017,BUSINESS,0.0,0,11000000.0,50,Free,0.0,2,Business,30-Sep-17,v2.7.11.6,4.1 and up,Business,
AzadBazar.af,SHOPPING,0.0,3,3700000.0,100,Free,0.0,1,Shopping,9-Mar-18,1,4.0 and up,Shopping,
easyFocus,PHOTOGRAPHY,3.7,3396,266000.0,500000,Free,0.0,1,Photography,28-Nov-12,1.2.0,2.2 and up,Photography,
AF Nutrition - Integratori,HEALTH_AND_FITNESS,0.0,6,19000000.0,100,Free,0.0,1,Health & Fitness,2-Aug-18,1.3,4.1 and up,Health & Fitness,
Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055,4100000.0,5000000,Free,0.0,1,Photography,16-Jun-17,1.17,4.0 and up,Photography,
Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,5.0,7,3400000.0,1000,Free,0.0,1,Lifestyle,9-Jun-18,1.4,4.0 and up,Lifestyle,
Camera Pro,PHOTOGRAPHY,4.1,7479,13000000.0,1000000,Free,0.0,1,Photography,16-Apr-18,5.4,4.0 and up,Photography,
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46000000.0,1000,Free,0.0,1,News & Magazines,1-May-17,1.0.1,4.1 and up,News & Magazines,
HD Camera - silent shutter,PHOTOGRAPHY,4.0,26530,3900000.0,1000000,Free,0.0,1,Photography,23-Jul-18,2.3.5,3.2 and up,Photography,
AF Our Time to Shine,BUSINESS,0.0,0,11000000.0,100,Free,0.0,1,Business,17-Jul-17,v2.7.10.6,4.1 and up,Business,
Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,6,3500000.0,1000,Free,0.0,1,Photography,20-Feb-18,1.6,4.0.3 and up,Photography,
AF Johannesburg,FAMILY,0.0,3,11000000.0,100,Free,0.0,1,Education,2-May-17,1.0.3,4.1 and up,Education,
Gun Strike Shoot,GAME,4.1,94761,17000000.0,10000000,Free,0.0,2,Action,21-Feb-17,1.1.4,2.3 and up,Action,
50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11000000.0,5000000,Free,0.0,2,Books & Reference,19-May-18,5.3.4,4.4 and up,Books & Reference,
King of Avalon: Dragon Warfare,FAMILY,4.2,306652,64000000.0,10000000,Free,0.0,3,Strategy,31-Jul-18,4.6.4,4.0.3 and up,Strategy,
What's Up,LIFESTYLE,4.1,23453,10000000.0,1000000,Free,0.0,1,Lifestyle,26-Oct-17,2,4.0 and up,Lifestyle,
Afterlight,PHOTOGRAPHY,4.3,50893,35000000.0,1000000,Free,0.0,1,Photography,20-Nov-14,1.0.6,4.0.3 and up,Photography,
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12000000.0,500000,Free,0.0,1,Photography,27-Jul-18,1.12,4.3 and up,Photography,
Blur,PHOTOGRAPHY,4.0,9013,2400000.0,1000000,Free,0.0,1,Photography,18-Jun-18,4.0.2,4.4 and up,Photography,
"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3700000.0,500,Paid,4.99,1,Communication,18-May-18,8.05.18.14250,4.0.3 and up,Communication,
Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114,6300000.0,10000,Free,0.0,1,Books & Reference,25-May-15,2,2.3 and up,Books & Reference,
AG Drive 3D,GAME,3.8,164,22000000.0,10000,Free,0.0,1,Adventure,20-Mar-15,1.0.1,2.3.3 and up,Adventure,
Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,0.0,0,10000000.0,1000,Free,0.0,1,Sports,11-Dec-17,1,4.0 and up,Sports,
"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3700000.0,5000,Free,0.0,1,Communication,18-May-18,8.05.18.14250,4.0.3 and up,Communication,
Ag Weather Tools,WEATHER,0.0,0,4600000.0,500,Free,0.0,1,Weather,9-Jan-18,1.0.1,5.0 and up,Weather,
Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44000000.0,10000,Free,0.0,1,Productivity,2-Aug-18,2.7.8,4.1 and up,Productivity,
Ag Tools,TOOLS,0.0,2,18000000.0,1000,Free,0.0,1,Tools,27-Sep-17,1,4.0.3 and up,Tools,
Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9700000.0,10000,Free,0.0,1,Books & Reference,21-Jun-16,1,4.0.3 and up,Books & Reference,
AG Screen Recorder,TOOLS,3.7,7,2700000.0,1000,Free,0.0,1,Tools,3-Apr-18,3,5.0 and up,Tools,
SOLEM AG,TOOLS,0.0,1,51000000.0,1000,Free,0.0,1,Tools,19-Sep-17,1.0.2,4.0 and up,Tools,
AG Subway Simulator Mobile,FAMILY,4.5,623,47000000.0,5000,Paid,0.99,1,Simulation,2-Jun-18,1.3.0.6,4.1 and up,Simulation,
AG Subway Simulator Lite,FAMILY,4.4,6738,56000000.0,100000,Free,0.0,1,Simulation,8-Jun-18,1.2.6,4.1 and up,Simulation,
EZ Ag Mobile,FINANCE,3.4,19,24000000.0,5000,Free,0.0,1,Finance,12-Aug-17,9.0.00,3.0 and up,Finance,
BRL AG,TOOLS,0.0,0,52000000.0,100,Free,0.0,1,Tools,19-Sep-17,1.0.1,4.0 and up,Tools,
Oklahoma Ag Co-op Council,COMMUNICATION,0.0,0,4900000.0,10,Free,0.0,1,Communication,23-Jul-18,2.2.3,4.0.3 and up,Communication,
AG Fast Service Automotive,AUTO_AND_VEHICLES,0.0,5,1700000.0,100,Free,0.0,1,Auto & Vehicles,12-Jun-18,1.0.8,4.4 and up,Auto & Vehicles,
Ag PhD Soils,PRODUCTIVITY,2.3,3,16000000.0,1000,Free,0.0,1,Productivity,16-Jul-18,1.24.1,4.4 and up,Productivity,
All States Ag Parts,SHOPPING,4.7,68,6500000.0,10000,Free,0.0,1,Shopping,25-Jan-18,5.26.0,5.0 and up,Shopping,
VR AG Racing for Cardboard,GAME,3.4,13,27000000.0,1000,Free,0.0,1,Racing,29-Sep-16,1.1,4.1 and up,Racing,
Safe Ag Systems™,BUSINESS,4.7,3,36000000.0,100,Free,0.0,1,Business,22-Jul-18,2.0.3,4.0.3 and up,Business,
Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,0.0,0,5200000.0,1000,Free,0.0,1,Books & Reference,9-Jun-17,2,4.0.3 and up,Books & Reference,
Ag Trucking Mobile App,PRODUCTIVITY,0.0,0,43000000.0,100,Free,0.0,1,Productivity,17-May-17,8,4.0.3 and up,Productivity,
Lakeside AG Moultrie,LIFESTYLE,5.0,3,8600000.0,50,Free,0.0,1,Lifestyle,23-May-17,1,4.1 and up,Lifestyle,
Ag Guardian,PRODUCTIVITY,0.0,1,2000000.0,100,Free,0.0,1,Productivity,28-Dec-15,1.0.0,4.0 and up,Productivity,
Wind & Weather Meter for Ag,WEATHER,0.0,3,14000000.0,1000,Free,0.0,1,Weather,14-Mar-16,v1.0,4.3 and up,Weather,
Ag Across America,FAMILY,0.0,0,15000000.0,10,Free,0.0,1,Educational;Education,15-May-18,1.0.0,4.1 and up,Educational,Education
Border Ag & Energy,BUSINESS,0.0,0,12000000.0,50,Free,0.0,1,Business,30-Apr-18,2.1,4.3 and up,Business,
Ag-Pro Companies,BUSINESS,0.0,0,45000000.0,50,Free,0.0,1,Business,6-Mar-18,2.3.0,4.4 and up,Business,
My Ag Report,PRODUCTIVITY,0.0,1,3200000.0,50,Free,0.0,1,Productivity,18-Jun-18,1.2,5.1 and up,Productivity,
AG EMS Tour,FAMILY,0.0,3,62000000.0,500,Free,0.0,1,Entertainment,5-May-17,1.35,4.0 and up,Entertainment,
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15000000.0,10000,Free,0.0,1,Productivity,16-Oct-17,4.2,4.4 and up,Productivity,
Eternal Light AG,SOCIAL,5.0,30,13000000.0,100,Free,0.0,2,Social,19-May-18,1.04,4.0.3 and up,Social,
AG test,TOOLS,0.0,3,18000000.0,100,Free,0.0,1,Tools,18-Oct-17,1.0.2,4.1 and up,Tools,
West Central Ag,BUSINESS,0.0,3,1700000.0,100,Free,0.0,1,Business,16-Jan-17,1.2,4.0 and up,Business,
Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,4.3,375,15000000.0,10000,Free,0.0,1,Libraries & Demo,1-Jun-18,2.0.1,4.0.3 and up,Libraries & Demo,
Tri-Ag (WV) FCU,FINANCE,0.0,0,2900000.0,100,Free,0.0,1,Finance,3-Jul-18,3.1.10,4.1 and up,Finance,
Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,0.0,0,5900000.0,1000,Free,0.0,1,Books & Reference,8-May-17,1.0.3,4.0.3 and up,Books & Reference,
United Ag Cooperative,BUSINESS,0.0,0,4200000.0,5,Free,0.0,1,Business,27-Apr-18,30.0.0,4.4 and up,Business,
Ag Valley Cooperative,BUSINESS,5.0,6,74000000.0,500,Free,0.0,1,Business,26-Jun-17,2.3,4.0 and up,Business,
Michael's AG Sound Board,FAMILY,0.0,0,1700000.0,1,Paid,0.99,1,Entertainment,12-Dec-17,1.1,1.6 and up,Entertainment,
Ag-Power,BUSINESS,0.0,0,47000000.0,10,Free,0.0,1,Business,13-Jul-18,2.4.3,4.4 and up,Business,
Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4.1,295,6900000.0,50000,Free,0.0,1,Books & Reference,20-Jun-17,2.0.3,4.0.3 and up,Books & Reference,
AG Track,TOOLS,4.1,12,8700000.0,100,Free,0.0,1,Tools,23-Mar-18,3.3,4.0 and up,Tools,
Denis Brogniart - AH !,FAMILY,4.5,2931,818000.0,100000,Free,0.0,1,Entertainment,4-Aug-17,1.1,4.2 and up,Entertainment,
Freeland AH,MEDICAL,0.0,0,28000000.0,100,Free,0.0,1,Medical,18-Dec-17,300000.0.95,4.0.3 and up,Medical,
MD PAWS AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,23-Feb-18,300000.0.98,4.0.3 and up,Medical,
AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59000000.0,1000,Free,0.0,1,Health & Fitness,23-Jan-18,3.5.1,4.4 and up,Health & Fitness,
Mukwonago AH,MEDICAL,0.0,1,29000000.0,100,Free,0.0,1,Medical,29-Jun-17,300000.0.85,4.0.3 and up,Medical,
Angelcare AH,MEDICAL,0.0,0,29000000.0,50,Free,0.0,1,Medical,6-Oct-17,300000.0.91,4.0.3 and up,Medical,
AH Kollection for KLWP,PERSONALIZATION,4.6,644,59000000.0,50000,Free,0.0,1,Personalization,30-Apr-17,Version 1.20,4.4 and up,Personalization,
Chenoweth AH,MEDICAL,5.0,1,27000000.0,100,Free,0.0,1,Medical,3-Apr-17,300000.0.78,4.0.3 and up,Medical,
Sayers AH,MEDICAL,0.0,0,29000000.0,50,Free,0.0,1,Medical,17-Jan-18,300000.0.97,4.0.3 and up,Medical,
Claus Paws AH,MEDICAL,0.0,1,29000000.0,100,Free,0.0,1,Medical,8-Dec-17,300000.0.94,4.0.3 and up,Medical,
Denis Brogniart - AH 2 !,FAMILY,0.0,4,14000000.0,100,Free,0.0,1,Entertainment,28-Oct-17,1,2.1 and up,Entertainment,
Ah! Cutie,FAMILY,3.9,536,10000000.0,10000,Free,0.0,1,Casual,27-Jun-17,2.0.0,4.0 and up,Casual,
AH Alarm Panel,TOOLS,3.9,7,81000.0,100,Paid,4.99,1,Tools,12-May-11,1.2.0,1.5 and up,Tools,
Arrowhead AH App,MEDICAL,5.0,3,28000000.0,100,Free,0.0,1,Medical,21-Apr-17,300000.0.80,4.0.3 and up,Medical,
Ah! Monster,FAMILY,4.1,1998,9800000.0,100000,Free,0.0,1,Casual,21-Jun-17,4.0.0,4.0 and up,Casual,
Kimbrough AH,MEDICAL,5.0,5,28000000.0,100,Free,0.0,1,Medical,21-Sep-17,300000.0.90,4.0.3 and up,Medical,
The Ah Yeah! Button,FAMILY,3.0,30,318000.0,5000,Free,0.0,1,Entertainment,1-Oct-13,1.2,2.3 and up,Entertainment,
Bee'ah Employee App,COMMUNICATION,4.0,4,5400000.0,100,Free,0.0,2,Communication,24-Dec-17,2.26.5.0,5.0 and up,Communication,
Clarksburg AH,MEDICAL,1.0,1,28000000.0,50,Free,0.0,1,Medical,1-May-17,300000.0.81,4.0.3 and up,Medical,
WAH AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,3-May-17,300000.0.80,4.0.3 and up,Medical,
Prestige AH,MEDICAL,4.0,2,29000000.0,100,Free,0.0,1,Medical,11-May-17,300000.0.81,4.0.3 and up,Medical,
San Dimas AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,18-Feb-18,300000.0.97,4.0.3 and up,Medical,
Ah Bailar,FAMILY,0.0,10,3000000.0,100,Free,0.0,1,Entertainment,14-Apr-18,1,5.0 and up,Entertainment,
Ebenezer AH,MEDICAL,4.0,4,27000000.0,500,Free,0.0,1,Medical,5-May-17,300000.0.79,4.0.3 and up,Medical,
Boston AH,MEDICAL,0.0,1,29000000.0,50,Free,0.0,1,Medical,30-Nov-17,300000.0.93,4.0.3 and up,Medical,
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86000000.0,100000,Free,0.0,2,Action,16-Feb-18,1.0.1,4.3 and up,Action,
Ah !,FAMILY,0.0,3,22000000.0,50,Free,0.0,1,Entertainment,27-Dec-17,1.1.2,5.0 and up,Entertainment,
Kay AH GA,MEDICAL,0.0,0,29000000.0,1,Free,0.0,1,Medical,15-Feb-18,300000.0.97,4.0.3 and up,Medical,
Bayview Hill AH,MEDICAL,0.0,0,29000000.0,50,Free,0.0,1,Medical,6-Jun-18,300000.1.08,4.0.3 and up,Medical,
Hilltop AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,10-Jan-18,300000.0.96,4.0.3 and up,Medical,
Ah Ha Block,FAMILY,0.0,2,16000000.0,100,Free,0.0,1,Casual,9-Jul-17,1,4.0 and up,Casual,
AH Lake Villa,MEDICAL,0.0,3,27000000.0,100,Free,0.0,1,Medical,22-Apr-17,300000.0.78,4.0.3 and up,Medical,
Ferguson AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,17-Jul-17,300000.0.86,4.0.3 and up,Medical,
be'ah,HEALTH_AND_FITNESS,0.0,5,5700000.0,10,Free,0.0,1,Health & Fitness,28-Mar-18,1,2.3 and up,Health & Fitness,
Ah! Bird,SPORTS,3.5,1689,5700000.0,100000,Free,0.0,1,Sports,29-Aug-17,1.5.062,4.3 and up,Sports,
Downers Grove AH,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,10-Jan-18,300000.0.96,4.0.3 and up,Medical,
AH! Soundboard,FAMILY,0.0,11,2000000.0,100,Free,0.0,1,Entertainment,21-Sep-17,1.1,4.1 and up,Entertainment,
Sherbourne AH,MEDICAL,0.0,1,29000000.0,50,Free,0.0,1,Medical,27-Feb-18,300000.0.98,4.0.3 and up,Medical,
Cathy AH,TOOLS,0.0,0,20000000.0,1,Free,0.0,1,Tools,16-Jul-18,1.0.4,4.1 and up,Tools,
Monticello AH,MEDICAL,0.0,0,28000000.0,50,Free,0.0,1,Medical,26-May-17,300000.0.84,4.0.3 and up,Medical,
Brandon Lakes AH,MEDICAL,2.6,5,27000000.0,100,Free,0.0,1,Medical,5-May-17,300000.0.79,4.0.3 and up,Medical,
Forest Crossing AH,MEDICAL,0.0,0,29000000.0,10,Free,0.0,1,Medical,12-Apr-18,300000.1.01,4.0.3 and up,Medical,
Ah! Coins,GAME,3.4,256,9100000.0,50000,Free,0.0,1,Action,8-Dec-16,1.0.0,2.3 and up,Action,
Mitchell AH,MEDICAL,0.0,0,29000000.0,50,Free,0.0,1,Medical,23-May-18,300000.1.08,4.0.3 and up,Medical,
AH of Rocky Hill,MEDICAL,0.0,0,29000000.0,100,Free,0.0,1,Medical,24-Nov-17,300000.0.93,4.0.3 and up,Medical,
Replika,FAMILY,4.5,45458,35000000.0,1000000,Free,0.0,4,Entertainment,3-Aug-18,1.5.49,4.4 and up,Entertainment,
Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5900000.0,100000,Free,0.0,1,Art & Design,26-Jul-18,5.7,5.0 and up,Art & Design,
Real AI,FAMILY,3.8,949,1200000.0,50000,Free,0.0,1,Entertainment,22-Jul-18,4.9,4.0 and up,Entertainment,
The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39000000.0,5000,Paid,1.99,1,Simulation,29-Mar-18,1.2,2.3 and up,Simulation,
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27000000.0,1000000,Free,0.0,1,Entertainment,31-Jul-18,7.2.5,4.0 and up,Entertainment,
ALPHA - Artificial Intelligence,FAMILY,4.0,51,3200000.0,1000,Free,0.0,1,Entertainment,3-Jun-18,1.3.4,4.0 and up,Entertainment,
Artificial Intelligence,FAMILY,3.9,339,4200000.0,50000,Free,0.0,1,Education,5-Apr-18,6.2,4.0 and up,Education,
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31000000.0,1000000,Free,0.0,1,Puzzle,29-Mar-18,1.1.9.1,4.1 and up,Puzzle,
SMS AI Bot,TOOLS,3.8,89,3900000.0,10000,Free,0.0,1,Tools,1-Jul-18,3.0.4,4.1 and up,Tools,
ChatBot AI Talking Girl,FAMILY,3.8,3597,25000000.0,100000,Free,0.0,3,Entertainment,31-Jul-18,1.0.16,4.0.3 and up,Entertainment,
ParaTek Ai Speech generator,TOOLS,3.6,448,4300000.0,50000,Free,0.0,1,Tools,23-Mar-17,1.9,1.6 and up,Tools,
Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627,9800000.0,1000000,Free,0.0,1,Productivity,5-Aug-18,132,5.0 and up,Productivity,
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13000000.0,10000,Free,0.0,1,Beauty,11-Apr-18,20,4.1 and up,Beauty,
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16000000.0,1000000,Free,0.0,1,Maps & Navigation,5-Aug-18,4.435,4.1 and up,Maps & Navigation,
Learn Artificial Intelligence,FAMILY,4.6,27,4200000.0,10000,Free,0.0,1,Education,14-Jul-18,1.1.4,4.1 and up,Education,
AI Benchmark,TOOLS,4.0,97,99000000.0,5000,Free,0.0,1,Tools,29-Jun-18,2.0.0,4.1 and up,Tools,
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2300000.0,100,Free,0.0,1,News & Magazines,22-Jun-18,1,4.4 and up,News & Magazines,
Tomo A.i. Pet Chat Bot,FAMILY,3.3,40,3600000.0,1000,Free,0.0,1,Entertainment,15-May-17,1,4.0.3 and up,Entertainment,
Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26000000.0,1000,Free,0.0,1,Productivity,2-Nov-17,1.5,4.0.3 and up,Productivity,
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3200000.0,100,Free,0.0,1,Productivity,4-Nov-17,1.2-Release,4.1 and up,Productivity,
Chat With Artificial Intelligence,FAMILY,3.2,32,2800000.0,1000,Free,0.0,1,Entertainment,10-May-18,1,4.0 and up,Entertainment,
Friday: Smart Personal Assistant,PRODUCTIVITY,4.4,2087,8300000.0,100000,Free,0.0,1,Productivity,24-Jun-18,20,5.0 and up,Productivity,
